severity,type,message,month,product,batch_no,finance_points,people_points,diff
WARN,multi_batch_detail,"工分明细 '复方芦丁片 | 批号：20250707-08( 投料量1000万片）         100片/瓶*480瓶/件' 被挂到 2 个财务批次: 7月批号20250707, 7月批号20250708",,复方芦丁片,,,,
WARN,multi_batch_detail,"工分明细 '甘草酸二胺胶囊 | 批号：20250701-0702( 投料量80万粒）   12粒/板*2*300盒/件' 被挂到 2 个财务批次: 7月批号20250701, 7月批号20250702",,甘草酸二胺胶囊,,,,
WARN,multi_batch_detail,"工分明细 '盐酸特拉唑嗪胶囊 | 批号：20250730( 投料量150万粒）               12粒/板*400盒/件' 被挂到 2 个财务批次: 7月批号20250730, 8月批号20250730",,盐酸特拉唑嗪胶囊,,,,
WARN,multi_batch_detail,"工分明细 '甘草酸二胺胶囊 | 批号：20250805-0806( 投料量80万粒）   12粒/板*2*300盒/件' 被挂到 2 个财务批次: 8月批号20250805, 8月批号20250806",,甘草酸二胺胶囊,,,,
WARN,multi_batch_detail,"工分明细 '泮托拉唑钠肠溶片 | 批号：20250809-10( 投料量100万粒）             7片/板*200盒/件' 被挂到 2 个财务批次: 8月批号20250809, 8月批号20250810",,泮托拉唑钠肠溶片,,,,
WARN,multi_batch_detail,"工分明细 '硝酸异山梨酯片 | 批号：20250813-14( 投料量1000万   片）    100片/板*480瓶/件' 被挂到 2 个财务批次: 8月批号20250813, 8月批号20250814",,硝酸异山梨酯片,,,,
WARN,multi_batch_detail,"工分明细 '氢氯噻嗪片 | 批号：20250829-30( 投料量500万片）                100片/瓶*480瓶/件' 被挂到 2 个财务批次: 8月批号20250829, 8月批号20250830",,氢氯噻嗪片,,,,
WARN,multi_batch_detail,"工分明细 '阿替洛尔片 | 批号：20250902-0907( 投料量150万粒）             60片/瓶*480瓶/件' 被挂到 6 个财务批次: 9月批号20250902, 9月批号20250903, 9月批号20250904, 9月批号20250905, 9月批号20250906, 9月批号20250907",,阿替洛尔片,,,,
WARN,multi_batch_detail,"工分明细 '甘草酸二胺胶囊 | 批号：20250904-0905( 投料量80万粒）   12粒/板*2*300盒/件' 被挂到 2 个财务批次: 9月批号20250904, 9月批号20250905",,甘草酸二胺胶囊,,,,
WARN,multi_batch_detail,"工分明细 '硝酸异山梨酯片 | 批号：20250914-20250917( 投料量2000万片）    100片/板*480瓶/件' 被挂到 4 个财务批次: 9月批号20250914, 9月批号20250915, 9月批号20250916, 9月批号20250917",,硝酸异山梨酯片,,,,
WARN,multi_batch_detail,"工分明细 '泮托拉唑钠肠溶片 | 批号：20251010-12( 投料量100万粒）             7片/板*200盒/件' 被挂到 3 个财务批次: 10月批号20251010, 10月批号20251011, 10月批号20251012",,泮托拉唑钠肠溶片,,,,
WARN,multi_batch_detail,"工分明细 '甘草酸二胺胶囊 | 批号：20251009-10/21( 投料量80万粒）   12粒/板*2*300盒/件' 被挂到 3 个财务批次: 10月批号20251009, 10月批号20251010, 10月批号20251021",,甘草酸二胺胶囊,,,,
WARN,multi_batch_detail,"工分明细 '盐酸左氧氟沙星胶囊 | 批号：20251012-13( 投料量120万片）                    12粒/板*2*400盒/件' 被挂到 2 个财务批次: 10月批号20251012, 10月批号20251013",,盐酸左氧氟沙星胶囊,,,,
WARN,multi_batch_detail,"工分明细 '复方芦丁片 | 批号：20251022-23( 投料量1000万片）         100片/瓶*480瓶/件' 被挂到 2 个财务批次: 10月批号20251022, 10月批号20251023",,复方芦丁片,,,,
WARN,multi_batch_detail,"工分明细 '甘草酸二胺胶囊 | 批号：20251101-1102( 投料量160万粒）   12粒/板*2*300盒/件' 被挂到 2 个财务批次: 11月批号20251101, 11月批号20251102",,甘草酸二胺胶囊,,,,
WARN,multi_batch_detail,"工分明细 '泮托拉唑钠肠溶片 | 批号：20251104-1105( 投料量100万粒）             7片/板*200盒/件' 被挂到 2 个财务批次: 11月批号20251104, 11月批号20251105",,泮托拉唑钠肠溶片,,,,
WARN,multi_batch_detail,"工分明细 '泮托拉唑钠肠溶片 | 批号：20251106-1107 （投料量50万片）                 14片/板*200盒/件' 被挂到 2 个财务批次: 11月批号20251106, 11月批号20251107",,泮托拉唑钠肠溶片,,,,
WARN,multi_batch_detail,"工分明细 '盐酸左氧氟沙星胶囊 | 批号：20251104/1120( 投料量120万片）                    12粒/板*2*400盒/件' 被挂到 2 个财务批次: 11月批号20251104, 11月批号20251120",,盐酸左氧氟沙星胶囊,,,,
WARN,multi_batch_detail,"工分明细 '硝酸异山梨酯片 | 批号：20251108-1115( 投料量4000万片）    100片/板*480瓶/件' 被挂到 8 个财务批次: 11月批号20251108, 11月批号20251109, 11月批号20251110, 11月批号20251111, 11月批号20251112, 11月批号20251113, 11月批号20251114, 11月批号20251115",,硝酸异山梨酯片,,,,
WARN,multi_batch_detail,"工分明细 '阿替洛尔片 | 批号：20251119-20( 投料量300万粒）             60片/瓶*480瓶/件' 被挂到 2 个财务批次: 11月批号20251119, 11月批号20251120",,阿替洛尔片,,,,
WARN,multi_batch_detail,"工分明细 '泮托拉唑钠肠溶片 | 批号：20251201-1205/18( 投料量100万粒）             7片/板*200盒/件' 被挂到 6 个财务批次: 12月批号20251201, 12月批号20251202, 12月批号20251203, 12月批号20251204, 12月批号20251205, 12月批号20251218",,泮托拉唑钠肠溶片,,,,
WARN,multi_batch_detail,"工分明细 '泮托拉唑钠肠溶片 | 批号：20251219-1221（投料量50万片）                 14片/板*200盒/件' 被挂到 3 个财务批次: 12月批号20251219, 12月批号20251220, 12月批号20251221",,泮托拉唑钠肠溶片,,,,
WARN,multi_batch_detail,"工分明细 '复方芦丁片 | 批号：20251206-07( 投料量1000万片）         100片/瓶*480瓶/件' 被挂到 2 个财务批次: 12月批号20251206, 12月批号20251207",,复方芦丁片,,,,
WARN,cross_month_work_detail_duplicate,"工分明细 '盐酸特拉唑嗪胶囊 | 批号：20250730( 投料量150万粒）               12粒/板*400盒/件' 在 7月, 8月 重复出现",,盐酸特拉唑嗪胶囊,,,,
